source_row_id,like_count,love_count,care_count,haha_count,wow_count,sad_count,angry_count,source_total_reactions,calculated_total_reactions,record_id,model_text,privacy_masked,language_type,text_hash,duplicate_group_id,duplicate_count,is_duplicate,total_reactions,log_total_reactions,like_ratio,like_ratio_smoothed,love_ratio,love_ratio_smoothed,care_ratio,care_ratio_smoothed,haha_ratio,haha_ratio_smoothed,wow_ratio,wow_ratio_smoothed,sad_ratio,sad_ratio_smoothed,angry_ratio,angry_ratio_smoothed,dominant_reaction,dominant_ratio,dominance_margin,sentiment_label,label_confidence,fusion_score,reaction_entropy,is_ambiguous,positive_anchor_mass,negative_anchor_mass,baseline_filtered_label,baseline_filtered_score,label_version,split,quality_status
11,75,1,0,52,0,0,0,128,128,RF_POST_000011,දිනෙන් දින කල්දමමින් තිබෙන පළාත් සභා මැතිවරණය ඉක්මනින් පවත්වන්න ශ්රී ලංකාවේ නිල සංචාරයක නිරත ඉන්දීය විදේශ ලේකම් මෙරට බලධාරීන් හමුවේ ප්රකාශ කරයි,False,sinhala,913b0ec4219ecd05612f6a202e5e82176878edcc38b9b11730a31d16dfdd6370,DUP_913b0ec4219ecd05,1,False,128,4.859812404361672,0.5859375,0.562962962962963,0.0078125,0.014814814814814815,0.0,0.007407407407407408,0.40625,0.3925925925925926,0.0,0.007407407407407408,0.0,0.007407407407407408,0.0,0.007407407407407408,like,0.5859375,0.1796875,neutral,0.4997857109030483,0.025006610354475794,0.36849559167407775,True,0.0078125,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
12,240,76,4,3,2,0,0,325,325,RF_POST_000012,බාල දක්ෂයෝ ලක්ෂයක් හෙට සිට ගෙන් ගෙට එනවා,False,sinhala,b4cf920016399b4a67e5e90c263be98e4383c8ce360ddd8c67f5724f564eed9d,DUP_b4cf920016399b4a,1,False,325,5.786897381366708,0.7384615384615385,0.7259036144578314,0.23384615384615384,0.2319277108433735,0.012307692307692308,0.015060240963855422,0.009230769230769232,0.012048192771084338,0.006153846153846154,0.009036144578313253,0.0,0.0030120481927710845,0.0,0.0030120481927710845,like,0.7384615384615385,0.5046153846153846,positive,0.36139012237715173,0.4402606306571992,0.35581815252714477,False,0.24061538461538462,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
13,577,8,1,398,4,37,10,1035,1035,RF_POST_000013,සත්ව පනත හේතුවෙන් පෙරහරට අලි ඇතුන් ගැනීම ගැටලුවක් මල්වතු මහ නා හිමියන් වහන්සේ,False,sinhala,78c5f9f72817f5adea990af1472871e716a32fe8455fe54d79ee7018446c9658,DUP_78c5f9f72817f5ad,1,False,1035,6.943122422819428,0.557487922705314,0.5547024952015355,0.007729468599033816,0.008637236084452975,0.000966183574879227,0.0019193857965451055,0.38454106280193234,0.3829174664107486,0.003864734299516908,0.0047984644913627635,0.035748792270531404,0.036468330134357005,0.00966183574879227,0.01055662188099808,like,0.557487922705314,0.17294685990338166,neutral,0.035062553859879046,-0.11429217946596718,0.4742952909625731,True,0.00826086956521739,0.045410628019323676,negative,-0.6921692169216923,reactionfusion_v1_provisional,test,approved
14,841,187,7,7,5,2,0,1049,1049,RF_POST_000014,"මහ නගර සභාවට වරිපනම් නොගෙ වූ කොළඹ 7 ඉඩම් 30 පවරා ගන්න යනවා කොළඹ කොටුව දේපළ58 ක් ,වැල්ලවත්තේ දේපළ 67ක් කෝටි ගණන් දේපළ ඒ අතර",False,sinhala,cf009ce315a149434c57f0e800f7b09c76f726d183d80d5fb3c7ed35feb62231,DUP_cf009ce315a14943,1,False,1049,6.956545443151569,0.8017159199237369,0.7973484848484849,0.1782650142993327,0.17803030303030304,0.00667302192564347,0.007575757575757576,0.00667302192564347,0.007575757575757576,0.004766444232602479,0.005681818181818182,0.0019065776930409914,0.002840909090909091,0.0,0.000946969696969697,like,0.8017159199237369,0.6234509056244042,positive,0.3033114267230498,0.35738833766247163,0.30262269361380195,True,0.18193517635843662,0.0019065776930409914,positive,0.9792584910552242,reactionfusion_v1_provisional,train,approved
15,80,1,0,0,0,0,0,81,81,RF_POST_000015,වයස අවුරුදු 50 සහ ඊට වැඩි වැඩිහිටියන් සඳහා ලොව ප්රථම වරට mRNA-පාදක සාමාන්ය සෘතුමය උණ එන්නත සඳහා අමෙරිකානු ආහාර හා ඖෂධ පරිපාලනය විසින් නිල අනුමැතිය ලබා දී තිබේ.,False,mixed,386d258ea90f0fb83d764f1354bbb0be170eb8211a8ac8bc4cc42b14c45dd532,DUP_386d258ea90f0fb8,1,False,81,4.406719247264253,0.9876543209876543,0.9204545454545454,0.012345679012345678,0.022727272727272728,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.011363636363636364,like,0.9876543209876543,0.9753086419753086,neutral,0.31313609104225865,0.02940238465009904,0.034185347296782825,True,0.012345679012345678,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
16,60,0,0,34,0,0,0,94,94,RF_POST_000016,ගොවි විරෝධය සාධාරණයි! නිෂ්පාදන අලෙවි ගැටලු තිබෙනවා. කෘෂිකර්ම අමාත්ය කේඩී ලාල්කාන්ත,False,sinhala,fb449f1b2de61d044c06a50c71371569f13adc6a8bc9c8c5e3ee0dead4a5bb0b,DUP_fb449f1b2de61d04,1,False,94,4.553876891600541,0.6382978723404256,0.6039603960396039,0.0,0.009900990099009901,0.0,0.009900990099009901,0.3617021276595745,0.3465346534653465,0.0,0.009900990099009901,0.0,0.009900990099009901,0.0,0.009900990099009901,like,0.6382978723404256,0.2765957446808511,neutral,0.566192930032851,0.0,0.336290581168065,True,0.0,0.0,neutral,0.0,reactionfusion_v1_provisional,train,approved
17,158,1,1,386,2,0,0,548,548,RF_POST_000017,විනිසුරු විශ්රාම වයස දීර්ඝ කිරීමට එරෙහිව වෘත්තීය සමිති 33 කින් ජනපතිට ලිපියක්,False,sinhala,cdf64f68d8b4abab139f422257bf56134d0d4c285548d9ffe7eaa3f865885aa9,DUP_cdf64f68d8b4abab,1,False,548,6.3080984415095305,0.28832116788321166,0.2864864864864865,0.0018248175182481751,0.0036036036036036037,0.0018248175182481751,0.0036036036036036037,0.7043795620437956,0.6972972972972973,0.0036496350364963502,0.005405405405405406,0.0,0.0018018018018018018,0.0,0.0018018018018018018,haha,0.7043795620437956,0.41605839416058393,neutral,0.6069782627533428,0.010754030742109597,0.3334800030092029,True,0.0028284671532846717,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
18,105,2,0,166,0,0,0,273,273,RF_POST_000018,මහා භාණ්ඩාගාරයේ ඩොලර් මිලියන 2 . 5 අස්ථානගත වීම නිලධාරීන් අනූ එකකගෙන් ප්රකාශ අරන් - විමර්ශන දිගටම මහජන ආරක්ෂක ඇමැති,False,sinhala,16f94fc9dae2f169cbdff28cf9374016143b378ed34b8bf41d8ef4844cff434d,DUP_16f94fc9dae2f169,1,False,273,5.6131281063880705,0.38461538461538464,0.37857142857142856,0.007326007326007326,0.010714285714285714,0.0,0.0035714285714285713,0.608058608058608,0.5964285714285714,0.0,0.0035714285714285713,0.0,0.0035714285714285713,0.0,0.0035714285714285713,haha,0.608058608058608,0.22344322344322345,neutral,0.5291774197269173,0.026411100037062124,0.3628229520996447,True,0.007326007326007326,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
19,2569,367,10,22,18,3,3,2992,2992,RF_POST_000019,බැගේජ් ඖෂධ විකුණන පාමසි වටලනවා. දැනටමත් 108 ක් වටලලා,False,sinhala,93d5fe53bf9dd8035d1f7afc522698bc2fa24eab104311ef64fc5e1c3594e815,DUP_93d5fe53bf9dd803,1,False,2992,8.0040315078527,0.8586229946524064,0.8569523174391463,0.12266042780748664,0.12270756918972991,0.0033422459893048127,0.003667889296432144,0.007352941176470588,0.00766922307435812,0.006016042780748663,0.006335445148382794,0.001002673796791444,0.001333777925975325,0.001002673796791444,0.001333777925975325,like,0.8586229946524064,0.7359625668449198,positive,0.22958967508520767,0.2625090082600464,0.25080536011341914,True,0.12449866310160428,0.002005347593582888,positive,0.9682959048877147,reactionfusion_v1_provisional,train,approved
20,46,2,0,1,1,10,0,60,60,RF_POST_000020,පරිසර දූෂණය වායු දූෂණය හේතුවෙන් ඇතිවන රෝගවලින් සෑම වසරකම ශ්රී ලංකාවේ පුද්ගලයින් 7000 ක් පමණ අකාලයේ මියැදෙනවා. (සෞඛ්ය අමාත්යාංශයේ වෘත්තිය සෞඛ්ය අධ්යක්ෂ),False,sinhala,345a90aef6eaf179729931ad250bdef559a8bf28efb2b74481faceb75fb4ab65,DUP_345a90aef6eaf179,1,False,60,4.110873864173311,0.7666666666666667,0.7014925373134329,0.03333333333333333,0.04477611940298507,0.0,0.014925373134328358,0.016666666666666666,0.029850746268656716,0.016666666666666666,0.029850746268656716,0.16666666666666666,0.16417910447761194,0.0,0.014925373134328358,like,0.7666666666666667,0.6,negative,0.1540181820056324,-0.27320516169286124,0.3865459754627521,True,0.03333333333333333,0.16666666666666666,negative,-0.6666666666666666,reactionfusion_v1_provisional,validation,approved
21,157,27,0,45,0,0,0,229,229,RF_POST_000021,ශ්රී ලංකා ආරක්ෂක හමුදාව විද්යාත්මක හා වෘත්තීය නිපුණතාවෙන් සන්නද්ධ කළ යුතුයි - ජනපති 2026 වසර සඳහා ආරක්ෂක අමාත්යාංශයට රුපියල් බිලියන 530ක සමස්ත ප්රතිපාදන,False,sinhala,b2492efcc2ba4d8308587fd30d6342d05b7510caf6c6d8f970eb73ef1e89b7f5,DUP_b2492efcc2ba4d83,1,False,229,5.438079308923196,0.6855895196506551,0.6694915254237288,0.11790393013100436,0.11864406779661017,0.0,0.00423728813559322,0.1965065502183406,0.19491525423728814,0.0,0.00423728813559322,0.0,0.00423728813559322,0.0,0.00423728813559322,like,0.6855895196506551,0.4890829694323144,positive,0.231044799614474,0.29677624432754757,0.42683709612707116,True,0.11790393013100436,0.0,positive,1.0,reactionfusion_v1_provisional,test,approved
22,381,10,2,7,1,77,2,480,480,RF_POST_000022,ඉදිරියේ දී පැවැත්වීමට නියමිත අපොස උසස් පෙළ විභාගය කල්දැමීමේ නියෝගයක් නිකුත් කරන ඉල්ලා ගොනුකර තිබූ මූලික අයිතිවාසිකම් පෙත්සමක් විභාගයට නොගෙන නිෂ්ප්රභ කිරීමට ශ්රේෂ්ඨාධිකරණය අද නියෝග කළේය.,False,sinhala,44013a559024115032e89e5a1bc3a0414c48dffe658620c05aeae7e482311a06,DUP_44013a5590241150,1,False,480,6.175867270105761,0.79375,0.784394250513347,0.020833333333333332,0.022587268993839837,0.004166666666666667,0.006160164271047228,0.014583333333333334,0.01642710472279261,0.0020833333333333333,0.004106776180698152,0.16041666666666668,0.1601642710472279,0.004166666666666667,0.006160164271047228,like,0.79375,0.6333333333333333,negative,0.23980902562498055,-0.2903967603949825,0.34829239581592075,True,0.023125,0.16458333333333336,negative,-0.7536071032186461,reactionfusion_v1_provisional,train,approved
23,167,2,1,0,1,1,0,172,172,RF_POST_000023,"හෙට ප්රදේශ කිහිපයකට මි.මී 100 ට වැඩි තද වැසි බස්නාහිර සහ සබරගමුව පළාත්වලත් මහනුවර, නුවර එළිය සහ ගාල්ල දිස්ත්රික්කවල",False,sinhala,937cf2a7d14aed19442cf95d6a9aeae3c40db901d5a5425b9185ea57e2a6c60f,DUP_937cf2a7d14aed19,1,False,172,5.153291594497779,0.9709302325581395,0.9385474860335196,0.011627906976744186,0.01675977653631285,0.005813953488372093,0.0111731843575419,0.0,0.00558659217877095,0.005813953488372093,0.0111731843575419,0.005813953488372093,0.0111731843575419,0.0,0.00558659217877095,like,0.9709302325581395,0.9593023255813954,neutral,0.43284817951239457,0.021308222460851886,0.08747562339321135,True,0.014825581395348838,0.005813953488372093,positive,0.43661971830985913,reactionfusion_v1_provisional,train,approved
24,143,17,1,0,0,0,0,161,161,RF_POST_000024,කඳපොළ බෝමුරුඇල්ල ප්රදේශයේ සීතාඑළිය සංරක්ෂිත රක්ෂිතයට ඇතුලුවී එම රක්ෂිතයේ ගිනි තැබූ සැකකරුවෙකුට නුවරඑළිය මහෙස්ත්රාත් අධිකරණය විසින් ලක්ෂ 4කට අධික දඩයක් නියම කර තිබේ.,False,sinhala,4dc6f983a936cca955415a2487c5b4315c33b5cad46713dc43901d2d12740336,DUP_4dc6f983a936cca9,1,False,161,5.087596335232384,0.8881987577639752,0.8571428571428571,0.10559006211180125,0.10714285714285714,0.006211180124223602,0.011904761904761904,0.0,0.005952380952380952,0.0,0.005952380952380952,0.0,0.005952380952380952,0.0,0.005952380952380952,like,0.8881987577639752,0.782608695652174,positive,0.20527701174058338,0.23656968241728799,0.19232787116034541,True,0.10900621118012423,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
25,197,22,0,7,0,0,0,226,226,RF_POST_000025,දකුණේ බන්ධනාගාරවල ආරක්ෂාව තර කරයි ගාල්ල බූස්ස මාතර අගුණුකොළපැලැස්ස සහ වීරවිල,False,sinhala,b846f3849d754a6b4019ebfb4b3b34a39a56a41b479050e8c4432feecfed4822,DUP_b846f3849d754a6b,1,False,226,5.424950017481403,0.8716814159292036,0.8497854077253219,0.09734513274336283,0.09871244635193133,0.0,0.004291845493562232,0.030973451327433628,0.034334763948497854,0.0,0.004291845493562232,0.0,0.004291845493562232,0.0,0.004291845493562232,like,0.8716814159292036,0.7743362831858407,positive,0.19242660968953684,0.22024279798971502,0.23335866836251412,True,0.09734513274336283,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
26,1147,17,10,1,3,28,0,1206,1206,RF_POST_000026,"🔴ALERT කොත්මලේ ජලාශයේ වාන් දොරටු අද උදේ 8ට විවෘත කෙරේ. කටුගස්තොට,උලපනේ,ගම්පොළ,ගෙලිඔය සහ පේරාදෙණිය ජනතාව පරිස්සම් වන්න.",False,mixed,70f429435d66e7b4a507651dc4a3b488e1e519e62810081f77f78544a87db8be,DUP_70f429435d66e7b4,1,False,1206,7.095893221097532,0.951077943615257,0.9464138499587799,0.014096185737976783,0.01483924154987634,0.008291873963515755,0.009068425391591096,0.0008291873963515755,0.0016488046166529267,0.0024875621890547263,0.0032976092333058533,0.02321724709784411,0.023907666941467436,0.0,0.0008244023083264633,like,0.951077943615257,0.927860696517413,neutral,0.5154614459898742,-0.010656444524006211,0.13139495513178595,True,0.01865671641791045,0.02321724709784411,negative,-0.10891089108910891,reactionfusion_v1_provisional,train,approved
27,74,0,0,0,1,28,0,103,103,RF_POST_000027,හිරෝෂිමා සහ නාගසාකී වලට පරමාණු බෝම්බ හෙළා වසර අසූ (81),False,sinhala,d4c24ad924fbeec86367f9895c312261864da39b2e2915988a75b1dc55db8a2e,DUP_d4c24ad924fbeec8,1,False,103,4.6443908991413725,0.7184466019417476,0.6818181818181818,0.0,0.00909090909090909,0.0,0.00909090909090909,0.0,0.00909090909090909,0.009708737864077669,0.01818181818181818,0.27184466019417475,0.2636363636363636,0.0,0.00909090909090909,like,0.7184466019417476,0.44660194174757284,negative,0.345868238862938,-0.4739154558335932,0.32717134705526285,True,0.0,0.27184466019417475,negative,-1.0,reactionfusion_v1_provisional,validation,approved
28,64,9,0,1,0,1,0,75,75,RF_POST_000028,"2026 අයවැය ප්රතිපාදනවලින් අධිකරණ සහ ජාතික ඒකාබද්ධතා අමාත්යාංශය යටතේ වැඩිම ප්රතිපාදන වෙන් කර ඇත්තේ බන්ධනාගාර දෙපාර්තමේන්තුවට වන අතර, මිලියන 5627ක ප්රාග්ධන වියදම්",False,sinhala,1b3c0137cbdb1eb101b1a0cbec24b971626e14299acd0451473bb856e018e952,DUP_1b3c0137cbdb1eb1,1,False,75,4.330733340286331,0.8533333333333334,0.7926829268292683,0.12,0.12195121951219512,0.0,0.012195121951219513,0.013333333333333334,0.024390243902439025,0.0,0.012195121951219513,0.013333333333333334,0.024390243902439025,0.0,0.012195121951219513,like,0.8533333333333334,0.7333333333333333,positive,0.1564802571188825,0.23145153545086128,0.2594711785814793,True,0.12,0.013333333333333334,positive,0.8,reactionfusion_v1_provisional,test,approved
29,105,13,1,34,2,1,6,162,162,RF_POST_000029,ආණ්ඩුක්රම ව්යවස්ථාව සහ අධිකරණ සංවිධාන පනත සංශෝධනය කිරීමට කැබිනට් අනුමැතිය,False,sinhala,8e4d84b4fa688e950672e5b9c2b2442c1e056e3312f7d15b607cb08090697b55,DUP_8e4d84b4fa688e95,1,False,162,5.093750200806762,0.6481481481481481,0.6272189349112426,0.08024691358024691,0.08284023668639054,0.006172839506172839,0.011834319526627219,0.20987654320987653,0.20710059171597633,0.012345679012345678,0.01775147928994083,0.006172839506172839,0.011834319526627219,0.037037037037037035,0.04142011834319527,like,0.6481481481481481,0.4382716049382716,neutral,0.08690865402520616,0.1059013798313124,0.5397433650088455,True,0.08364197530864197,0.043209876543209874,positive,0.31873479318734793,reactionfusion_v1_provisional,train,approved
30,258,8,2,452,3,3,2,728,728,RF_POST_000030,වයස 60 සම්පූර්ණ වූ යහපත් කල්ක්රියාවක් ඇති 👮♂️පොලීසියේ අයට අමතර සේවා දිගුවක් අමාත්ය ආනන්ද විජේපාල මහතා,False,sinhala,b1395894c422f54b5635ad3eb6b47e9febba1ff16c72ec1bb1d74f0c7ce0a7f5,DUP_b1395894c422f54b,2,True,728,6.591673732008658,0.3543956043956044,0.3523809523809524,0.01098901098901099,0.012244897959183673,0.0027472527472527475,0.004081632653061225,0.6208791208791209,0.6163265306122448,0.004120879120879121,0.005442176870748299,0.004120879120879121,0.005442176870748299,0.0027472527472527475,0.004081632653061225,haha,0.6208791208791209,0.2664835164835165,neutral,0.5840256469978317,0.020335673905999045,0.4063830795682452,True,0.0125,0.006868131868131868,positive,0.2907801418439716,reactionfusion_v1_provisional,train,approved
31,32,0,0,0,0,0,0,32,32,RF_POST_000031,"නීතිවිරෝධි ධීවර කටයුතු කළ 36ක් නාවික හමුදා භාරයට ත්රිකුණාමලය සල්පෙආරු, තුඩුව, පරවි දූපත, සූඩයිකුඩා, අලම්පිල්, චිලාවත්තායි, යාපනය කඩ්ඩයිකාඩු කෙවිල්, කල්පිටිය ඉප්පන්තිව්",False,sinhala,24926cfc436d4c8f994821d76cb344400805c74a0941b1a143156f6fc134f181,DUP_24926cfc436d4c8f,1,False,32,3.4965075614664802,1.0,0.8461538461538461,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,like,1.0,1.0,neutral,0.23635378797847573,0.0,-0.0,True,0.0,0.0,neutral,0.0,reactionfusion_v1_provisional,train,approved
