angry_count,angry_ratio,angry_ratio_smoothed,baseline_filtered_label,baseline_filtered_score,calculated_total_reactions,care_count,care_ratio,care_ratio_smoothed,data_origin,dominance_margin,dominant_ratio,dominant_reaction,duplicate_count,duplicate_group_id,fusion_score,haha_count,haha_ratio,haha_ratio_smoothed,is_ambiguous,is_duplicate,label_confidence,label_version,language_type,like_count,like_ratio,like_ratio_smoothed,log_total_reactions,love_count,love_ratio,love_ratio_smoothed,model_text,negative_anchor_mass,positive_anchor_mass,privacy_masked,quality_status,reaction_entropy,reaction_provenance,record_id,sad_count,sad_ratio,sad_ratio_smoothed,sentiment_label,source_row_id,source_total_reactions,split,text_hash,text_provenance,total_reactions,wow_count,wow_ratio,wow_ratio_smoothed,provided_sentiment,provided_joy,provided_affection,provided_amusement,provided_surprise,provided_sadness,provided_anger,provided_care_empathy,provided_fear,provided_disgust,provided_approval,provided_sarcasm,provided_confidence,annotation_provenance,v2_candidate_sentiment,v2_sentiment_label,v2_confidence,v2_probability_negative,v2_probability_neutral,v2_probability_positive,v2_probability_mixed,v2_emotion_probability_joy,v2_emotion_probability_affection,v2_emotion_probability_amusement,v2_emotion_probability_surprise,v2_emotion_probability_sadness,v2_emotion_probability_anger,v2_emotion_probability_care_empathy,v2_emotion_probability_fear,v2_emotion_probability_disgust,v2_emotion_probability_approval,v2_emotion_probability_sarcasm,neural_v3_candidate_sentiment,neural_v3_sentiment_label,neural_v3_confidence,neural_v3_probability_negative,neural_v3_probability_neutral,neural_v3_probability_positive,neural_v3_probability_mixed,neural_v3_emotion_probability_joy,neural_v3_emotion_probability_affection,neural_v3_emotion_probability_amusement,neural_v3_emotion_probability_surprise,neural_v3_emotion_probability_sadness,neural_v3_emotion_probability_anger,neural_v3_emotion_probability_care_empathy,neural_v3_emotion_probability_fear,neural_v3_emotion_probability_disgust,neural_v3_emotion_probability_approval,neural_v3_emotion_probability_sarcasm
20,0.0037929072634174093,0.003977272727272727,positive,0.1778642149929279,5273,24,0.0045514887161008915,0.004734848484848485,synthetic_augmentation,0.5704532524179784,0.6942916745685568,like,1,DUP_222500cdde4f88c7,0.08059232547694775,131,0.024843542575384032,0.025,True,False,0.25149587818366675,reactionfusion_v1_provisional,sinhala,3661,0.6942916745685568,0.6935606060606061,8.570544366913232,653,0.12383842215057841,0.12386363636363637,"නොක් අවුට් තරගයේ පකිස්ථාන කණ්ඩායමේ අපේ අනුයන්ත අද තරගයේදී පීඩනයට යටත් වෙලා තරගය අතහැරියා. දුකයි, ඒත් අපි කෙළිය අත්හරින්නේ නෑ ❤️🏏",0.08818509387445476,0.1263417409444339,False,approved_synthetic_augmentation,0.5316562444904456,fabricated_synthetic,SYN_POST_002182,445,0.08439218661103735,0.08446969696969697,neutral,2182,5273,train,222500cdde4f88c7831327568b1fb4affe96aee2c8fa8995d4827cb5a304eb51,template_generated_synthetic,5273,339,0.06428977811492509,0.06439393939393939,mixed,no,yes,no,no,yes,no,no,no,no,yes,no,high,provided_synthetic_unverified,neutral,neutral,0.5556339253891359,0.33213085504906964,0.5556339253891359,0.09040011543051915,0.021835104131275294,0.0006252696691879766,0.0005124142310700844,0.022180487851613702,0.006124119790305946,0.005961897065054568,0.004187132199392752,0.7354234086756517,0.0014616545353205574,0.9172065928107755,0.0004166487216244048,0.8671669768212282,neutral,neutral,0.6630824697036642,0.19581197616359192,0.6630824697036642,0.08281853213288028,0.0582870219998636,0.1900952497241452,0.31206698944174965,0.37325457399965983,0.06683876441692008,0.3863891120205541,0.12124972095630444,0.21181258912907666,0.08327797627050543,0.21154785698216286,0.3027527668610392,0.40787146837195704
11,0.017054263565891473,0.018404907975460124,positive,0.4444444444444445,645,96,0.14883720930232558,0.14877300613496933,synthetic_augmentation,0.2775193798449612,0.4744186046511628,love,1,DUP_3631630d7a6783a9,0.39061084999620815,2,0.0031007751937984496,0.004601226993865031,True,False,0.2478525961617689,reactionfusion_v1_provisional,sinhala,80,0.12403100775193798,0.12423312883435583,6.470799503782602,306,0.4744186046511628,0.4708588957055215,"කාටවත් නොකියාම දරාගත්ත දේවල් ගැන හිතද්දි වචනවලින් කියන්න බැරි දේවල් හිත දන්නවා, නිහඬව දරාගන්නවා... 🌙💭",0.21395348837209305,0.5562790697674419,False,approved_synthetic_augmentation,0.7309455673646535,fabricated_synthetic,SYN_POST_002183,127,0.19689922480620156,0.19631901840490798,positive,2183,645,train,3631630d7a6783a980844c36758f5a0d5858b590480776f6f0c91ce978ada50d,template_generated_synthetic,645,23,0.03565891472868217,0.03680981595092025,negative,no,no,no,no,yes,no,no,no,no,no,no,high,provided_synthetic_unverified,mixed,mixed,0.8952547106121521,0.06224737830599103,0.013151871984787242,0.029346039097069555,0.8952547106121521,0.02607651526046288,0.9783270908874391,0.9999999993109385,1.2903095173023192e-09,0.9998388597546738,2.146813073248902e-15,0.9999589639996385,6.305116760146985e-16,1.0513900024128618e-10,0.9999954940656859,6.356360991422282e-05,neutral,neutral,0.4308363385724118,0.07365465193919095,0.4308363385724118,0.15536923308444175,0.3401397764039554,0.38271677237655044,0.543181046097964,0.39200726775964667,0.049150699330588354,0.40692566681439046,0.06420950305556512,0.20892627708107608,0.0658255455333903,0.13203231726794346,0.5294269183112954,0.28212184517229616
78,0.07142857142857142,0.0718835304822566,positive,0.28162620880205247,1092,37,0.03388278388278388,0.034576888080072796,synthetic_augmentation,0.3946886446886447,0.5485347985347986,like,1,DUP_f6ecc2ad4005d291,0.1351739273415277,55,0.05036630036630037,0.050955414012738856,True,False,0.08692689109579779,reactionfusion_v1_provisional,sinhala,599,0.5485347985347986,0.545950864422202,6.996681488176539,142,0.13003663003663005,0.13011828935395814,"ගායක තරුව නව ගීතයක් නිකුත් කරලා දිනයකින්ම වීඩියෝ මිලියන් ගාණක් ගැහුවා, ෆෑන් පේජ් වල මේ ගැන පෝස්ට් ගොඩක්... ඒත් අහගෙන ඉන්න එක විනෝදාත්මකයි 😂",0.08333333333333333,0.14867216117216117,False,approved_synthetic_augmentation,0.7138512162241859,fabricated_synthetic,SYN_POST_002184,13,0.011904761904761904,0.012738853503184714,positive,2184,1092,train,f6ecc2ad4005d291b2346b8ecaba770ba62290c2cb2d796dc9cfeef586a0f05b,template_generated_synthetic,1092,168,0.15384615384615385,0.1537761601455869,positive,no,no,yes,no,no,no,no,no,no,no,no,high,provided_synthetic_unverified,neutral,neutral,0.7272895770136946,0.1618155282495607,0.7272895770136946,0.0882040992276396,0.022690795509105136,1.597263153538233e-05,1.0167875994601743e-09,0.8513977009264793,2.0418027366744235e-07,9.70285688453339e-07,6.397406506968779e-05,1.769897696186865e-09,8.377086988432222e-09,0.0002757381113694894,2.197956923696488e-08,0.0017396801091056101,neutral,neutral,0.8622796417745293,0.07559961921658423,0.8622796417745293,0.03081694371058032,0.03130379529830604,0.19320989670935929,0.25761682263685215,0.41306641970197183,0.0679663550879887,0.32374430343646443,0.12850674899516087,0.14751921384821398,0.06986351011574592,0.1876027649411758,0.25330583300877363,0.29351538101186103
237,0.05821665438467207,0.05836194212849436,neutral,-0.04728132387706856,4071,0,0.0,0.0002452182442373713,synthetic_augmentation,0.6209776467698355,0.7199705232129698,like,1,DUP_63aed00ed5dc211b,-0.021336686618819156,156,0.03831982313927782,0.038499264345267285,True,False,0.6269496904896307,reactionfusion_v1_provisional,sinhala,2931,0.7199705232129698,0.7189798921039725,8.311889558230359,403,0.09899287644313437,0.09906817067189799,"සිඩ්නි ක්රීඩාංගණයේ බංග්ලාදේශ කණ්ඩායමේ අපේ අනුයන්ත අද තරගයේදී පීඩනයට යටත් වෙලා තරගය අතහැරියා. දුකයි, ඒත් අපි කෙළිය අත්හරින්නේ නෑ ❤️🏏",0.10881847211987228,0.09899287644313437,False,approved_synthetic_augmentation,0.5250645914980165,fabricated_synthetic,SYN_POST_002185,206,0.0506018177352002,0.05076017655713585,neutral,2185,4071,train,63aed00ed5dc211b6365bdb910177bea2215ed61a14715179f76412a887d3114,template_generated_synthetic,4071,138,0.03389830508474576,0.034085335948994606,mixed,no,yes,no,no,yes,no,no,no,no,yes,no,high,provided_synthetic_unverified,neutral,neutral,0.7106927228136165,0.12816868885917113,0.7106927228136165,0.056966085876654436,0.10417250245055781,0.00010087944433490364,0.013521993906366086,0.01912896941127653,0.0008131714205949883,0.00442488564847085,0.0037948939988532316,9.859141776021092e-06,0.0019700632172323694,0.06915627555025987,0.0003276515425337026,0.2512936504653952,neutral,neutral,0.8053772704790839,0.09139076628572562,0.8053772704790839,0.026847267761984515,0.07638469547320585,0.15274586485906821,0.26326929502616736,0.385048925950524,0.06806034990007122,0.38631319413663123,0.14583845362939735,0.19182420277645024,0.07716073823025854,0.24011473633316444,0.2505992093137846,0.3910049276145952
15,0.008875739644970414,0.009428403064230996,negative,-0.5665710774272839,1690,175,0.10355029585798817,0.10371243370654096,synthetic_augmentation,0.3047337278106509,0.578698224852071,like,1,DUP_cbd8cae05d834d61,-0.34510376371677776,7,0.004142011834319527,0.004714201532115498,True,False,0.2478427406007997,reactionfusion_v1_provisional,sinhala,978,0.578698224852071,0.576900412492634,7.43307534889858,36,0.021301775147928994,0.021803182086034177,"රාත්රියේ තනි වෙලා ඉන්නකොට හිතෙන්නේ අමතක කරන්න බැරි මිනිස්සුන් හිතේ රැඳිලා ඉන්නවා සදහටම, ඒත් කාටවත් කියන්නේ නෑ... 🌙💭",0.2828402366863905,0.07825443786982249,False,approved_synthetic_augmentation,0.5636624884554918,fabricated_synthetic,SYN_POST_002186,463,0.2739644970414201,0.27342368886269885,negative,2186,1690,train,cbd8cae05d834d61981f2df3b2751bd6d08912c86bcc0696eed85a8d08a20c87,template_generated_synthetic,1690,16,0.009467455621301775,0.010017678255745434,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high,provided_synthetic_unverified,mixed,mixed,0.7135004407052292,0.21278363811236198,0.03435262521596235,0.03936329596644639,0.7135004407052292,0.0009393659328718468,0.9995394828781782,0.9999994569530832,0.0031408092016051237,0.9761581767061898,3.133735674567926e-05,0.9942364323685079,3.487897523799203e-08,4.76332747767174e-10,0.9995358918528071,0.0019146273384896008,mixed,mixed,0.7669275675980166,0.11776669863622595,0.03821063190703845,0.07709510185871886,0.7669275675980166,0.2994426854159237,0.5299697493060651,0.34273776556829366,0.05739976628584026,0.48289611266822463,0.0956617656775105,0.28673752728253654,0.09274591739177233,0.17254133226359883,0.504416234709758,0.3110433631313623
11,0.0023902651021295088,0.002603601648947711,positive,0.7722239797532426,4602,11,0.0023902651021295088,0.002603601648947711,synthetic_augmentation,0.10734463276836158,0.5289004780530204,like,1,DUP_56148b764bd93025,0.08432918388438454,1940,0.42155584528465884,0.42113256671729227,True,False,0.2175912690930959,reactionfusion_v1_provisional,mixed,2434,0.5289004780530204,0.5283141679323063,8.434463543817241,134,0.029117774880486745,0.02929051855066175,"Ada wage dawasaka, udee group project eke wada okkoma මම කරන්නම් වෙනවා machan 😩... sema banda situation eka bro 🙃",0.003911342894393741,0.030432420686657975,False,approved_synthetic_augmentation,0.4639952282864102,fabricated_synthetic,SYN_POST_002188,7,0.001521077792264233,0.0017357344326318074,neutral,2188,4602,train,56148b764bd9302507fdd8e4313f3e7cde42bb17f32ccd7abb289e70a4b01720,template_generated_synthetic,4602,65,0.014124293785310734,0.014319809069212411,mixed,no,no,yes,no,no,no,no,no,no,no,no,high,provided_synthetic_unverified,neutral,neutral,0.3646102582474944,0.36230347227910753,0.3646102582474944,0.1861166558010095,0.08696961367238865,0.0525126878181827,0.1404175225430091,0.6982081125068316,0.14928371799466528,0.04859776080614037,0.40008243982918823,0.17706134524746275,0.042030825382409424,0.32979521038726656,0.2288470627112662,0.8259536274675423,neutral,neutral,0.566613996217635,0.2124154653568688,0.566613996217635,0.17070153231495944,0.05026900611053677,0.23107837048517102,0.29741604587376147,0.428463579335226,0.07425433225970916,0.27890919948210224,0.15581983562904517,0.1541705454219358,0.09193497176597236,0.2126871550808597,0.30358707036681565,0.4197522184096522
3,0.001557632398753894,0.0020693222969477496,positive,0.1508065579534965,1926,61,0.03167185877466251,0.03207449560269012,synthetic_augmentation,0.052440290758047764,0.37487019730010385,like,1,DUP_9b126784d478562b,0.13673028939420215,10,0.005192107995846314,0.005690636316606311,True,False,0.09144642573857835,reactionfusion_v1_provisional,sinhala,722,0.37487019730010385,0.37403000517330576,7.563719668414366,621,0.32242990654205606,0.32177961717537507,"කවදාහරි තේරෙයි කියලා හිතුනා නොකියාම තේරුම් ගන්නා කෙනෙක් හම්බවෙන එක තමයි ලොකුම වාසනාව, නිහඬව දරාගන්නවා... 🍃😞",0.2507788161993769,0.3398494288681204,False,approved_synthetic_augmentation,0.6623823273725037,fabricated_synthetic,SYN_POST_002189,480,0.24922118380062305,0.2488360062079669,positive,2189,1926,train,9b126784d478562b3b2f5809e8b2ef87cf0df86836d0a5c9543b4b3000f8813d,template_generated_synthetic,1926,29,0.015057113187954309,0.015519917227108122,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high,provided_synthetic_unverified,mixed,mixed,0.547426603290394,0.28399289735603855,0.09509370805389841,0.0734867912996689,0.547426603290394,0.012939716191238416,0.7603407312623851,0.9540572541515375,1.5427009216651831e-06,0.9974493671919734,2.146083472609282e-09,0.999993849080418,4.138574000195768e-09,0.9970077215339871,0.8782348129121008,0.9996729260003392,neutral,neutral,0.6600323203930183,0.07946944823604184,0.6600323203930183,0.06386224791007433,0.19663598346086544,0.23158049543312437,0.4058975937768475,0.38204832134342537,0.05816126224782048,0.42973455610367495,0.09643952398974026,0.22670674682416717,0.07687856034446064,0.18052773508090322,0.38125776172278697,0.3676050086947301
150,0.05472455308281649,0.0549490538573508,positive,0.16083916083916083,2741,20,0.0072966070777088655,0.007641921397379912,synthetic_augmentation,0.6315213425757022,0.7183509668004378,like,1,DUP_feba0b4233c545d9,0.05704244702478528,163,0.05946734768332725,0.05967976710334789,True,False,0.4018569173974031,reactionfusion_v1_provisional,sinhala,1969,0.7183509668004378,0.7168850072780204,7.91644286012226,238,0.0868296242247355,0.08697234352256186,"ගායක තරුව පෙම්වතා සමග වෙන් වෙලා කියලා ආරංචියක් තියෙනවා, කමෙන්ට් සෙක්ෂන් එකේ එකිනෙකා විවාද කරනවා... මේක සත්යයක් නම් ලොකු කතාවක් වෙයි ✨",0.06566946369937979,0.09084275811747537,False,approved_synthetic_augmentation,0.5319156418507199,fabricated_synthetic,SYN_POST_002190,30,0.010944910616563297,0.011280931586608443,neutral,2190,2741,train,feba0b4233c545d9a5fe00c390b581dfbff9e458a0382845d6f5cb000fb7621d,template_generated_synthetic,2741,171,0.0623859905144108,0.06259097525473072,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium,provided_synthetic_unverified,neutral,neutral,0.6650281250478421,0.17267852772774037,0.6650281250478421,0.09430207187741917,0.06799127534699831,0.00010929290863881226,0.0004914249109155832,0.03352866339331586,0.00026900499627330164,0.0005294987187215735,0.03881891920936679,3.743422900702019e-05,0.00023336309660862032,0.21034571249259498,8.277792508643986e-05,0.12574292068516693,neutral,neutral,0.8642718316195914,0.09370690162896363,0.8642718316195914,0.01861848734437711,0.023402779407067743,0.14073218436751117,0.21219910817238813,0.40564584163422274,0.07212504164901286,0.3400241778888644,0.15921306073195948,0.1583443187080457,0.07681929332999206,0.2325606571339806,0.20210728931789873,0.3583724482755186
8,0.0023752969121140144,0.0026666666666666666,positive,0.07317073170731707,3368,0,0.0,0.0002962962962962963,synthetic_augmentation,0.3732185273159145,0.672209026128266,haha,1,DUP_d994737e1d167b98,0.003314174245367103,2264,0.672209026128266,0.6711111111111111,True,False,0.6765797545309322,reactionfusion_v1_provisional,singlish,1007,0.29899049881235157,0.2986666666666667,8.122371243406553,22,0.006532066508313539,0.006814814814814815,"Mata one dawasak, adha udee WiFi eka slow unath Netflix binge karana try eka niwaradi... no cap fr fr 😂",0.0056413301662707836,0.006532066508313539,False,approved_synthetic_augmentation,0.3915926809214583,fabricated_synthetic,SYN_POST_002191,11,0.0032660332541567696,0.0035555555555555557,neutral,2191,3368,train,d994737e1d167b987d87b814eb26598f421c10978a114a2da731623355b10622,template_generated_synthetic,3368,56,0.0166270783847981,0.016888888888888887,mixed,no,no,yes,no,no,no,no,no,no,no,no,high,provided_synthetic_unverified,negative,negative,0.3659551043997317,0.3659551043997317,0.2983738223744268,0.14062133268096316,0.19504974054487834,0.0035437162606712443,0.045674388736615154,0.7589100220940659,0.6049566262303115,0.07366160992782822,0.9325341753770907,0.37736136438051465,0.02002634897990161,0.8848757403896692,0.04904379957097915,0.8617662298781896,neutral,neutral,0.5439243432698451,0.2545388570921468,0.5439243432698451,0.0678147850073827,0.13372201463062555,0.1459154104337215,0.2228019021108898,0.45170349358804474,0.08068662207617286,0.32558430203283206,0.227299921421435,0.15713516122597423,0.0960504521116162,0.29406142451256195,0.208299716008644,0.45365167605131773
9,0.010922330097087379,0.012033694344163659,positive,0.34980925526621326,824,78,0.09466019417475728,0.0950661853188929,synthetic_augmentation,0.21480582524271843,0.441747572815534,love,1,DUP_bc44429ca9ef8f52,0.3270955395390314,27,0.032766990291262135,0.03369434416365824,True,False,0.202250918609363,reactionfusion_v1_provisional,sinhala,133,0.16140776699029127,0.16125150421179302,6.715383386334681,364,0.441747572815534,0.43922984356197353,"ආයෙත් ආයෙත් හිතෙන දේ තමයි අමතක කරන්න බැරි මිනිස්සුන් හිතේ රැඳිලා ඉන්නවා සදහටම, කාලය ගෙවුනත් අමතක නොවී... 💫🖤",0.23786407766990292,0.49381067961165054,False,approved_synthetic_augmentation,0.7633525484443248,fabricated_synthetic,SYN_POST_002192,187,0.22694174757281554,0.22623345367027678,positive,2192,824,train,bc44429ca9ef8f52ed05200de60d6f75054d2f40a0ed90ef9a4b089157658af5,template_generated_synthetic,824,26,0.03155339805825243,0.032490974729241874,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high,provided_synthetic_unverified,mixed,mixed,0.7531241059504549,0.12487203509388912,0.046285779880851315,0.07571807907480468,0.7531241059504549,0.04707799882921894,0.9363513938411271,0.9999992568812006,1.0001076640026819e-08,0.998997328613812,3.385439415213247e-14,0.9999991464927545,6.305116760146985e-16,1.8171871353000488e-05,0.9995893399427277,0.08786279529742105,neutral,neutral,0.4681205657294144,0.10973417444220612,0.4681205657294144,0.15350262714816168,0.26864263268021776,0.35096336260832006,0.5204632537678144,0.4178662401575413,0.0501961272054113,0.4177026883280936,0.06920630218371844,0.2103113251622418,0.06697651883493629,0.14025009402810223,0.4884032075146606,0.30871368645508496
8,0.005657708628005658,0.0063335679099225895,positive,0.3541493529621275,1414,159,0.11244695898161244,0.11259676284306826,synthetic_augmentation,0.26025459688826025,0.5431400282885431,love,1,DUP_83a4afdb70728e7d,0.33848250231046595,22,0.015558698727015558,0.01618578465869106,True,False,0.23546492920895915,reactionfusion_v1_provisional,sinhala,36,0.02545968882602546,0.026038001407459536,7.254884810077338,768,0.5431400282885431,0.5411681914144968,"කවුරුවත් නොදන්නා විදිහට හිතට දැනෙන දේ තමයි සමහරු ජීවිතේට ආවේ පාඩම් උගන්නන්නයි, ඉන්නන්නම නෙවෙයි, කාටවත් පේන්නේ නැති දුකක් වගේ... 😢🤍",0.2885431400282885,0.60498585572843,False,approved_synthetic_augmentation,0.6087025024820518,fabricated_synthetic,SYN_POST_002193,400,0.2828854314002829,0.2821956368754398,positive,2193,1414,train,83a4afdb70728e7d1ee78e92835eaed05ebe7edd6b17d9da9f1a5c53af7df35b,template_generated_synthetic,1414,21,0.01485148514851485,0.015482054890921885,negative,no,no,no,no,yes,no,no,no,no,no,no,high,provided_synthetic_unverified,mixed,mixed,0.8292823513444566,0.1121779029885459,0.010174801421992981,0.04836494424500446,0.8292823513444566,0.00789787300987725,0.9998026502884586,0.9999999668243582,2.9404922661230343e-10,0.9999993432576985,5.2035813509121e-15,0.9999999999999936,6.305116760146985e-16,0.0014213090560867218,0.9999996038928417,0.036419537382989704,neutral,neutral,0.4230368646785586,0.1355766583505703,0.4230368646785586,0.14681582702561122,0.2945706499452599,0.33719299479876624,0.5156181259702699,0.4094718031957916,0.05148125568755002,0.42791144862765984,0.07202226591332576,0.22547422963947517,0.06888008478866142,0.14679502352278914,0.48248933791775095,0.3146905012750034
27,0.004713687150837989,0.004882301656495205,positive,0.33980582524271846,5728,0,0.0,0.0001743679163034002,synthetic_augmentation,0.23044692737430167,0.5996857541899442,haha,1,DUP_412820095597613f,0.021804413846591673,3435,0.5996857541899442,0.599128160418483,True,False,0.5811364107811017,reactionfusion_v1_provisional,mixed,2115,0.36923882681564246,0.36896251089799476,8.653296274408579,69,0.01204608938547486,0.012205754141238012,"Group assignment ekේ, udee bus eke sema seat ekka gihilla adaraye giyoth ithin... life be like 💀",0.005935754189944135,0.01204608938547486,False,approved_synthetic_augmentation,0.4203564951439862,fabricated_synthetic,SYN_POST_002195,7,0.0012220670391061453,0.0013949433304272015,neutral,2195,5728,train,412820095597613f0d2977ef9367745cbcd08dc0cb1f6a050cd94478b61cae93,template_generated_synthetic,5728,75,0.013093575418994413,0.013251961639058413,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium,provided_synthetic_unverified,negative,negative,0.35723964173492967,0.35723964173492967,0.3256814515872479,0.14483117128819778,0.17224773538962457,0.005539895758718122,0.06604302854545772,0.8013542864561986,0.5231727870319073,0.04972223364250913,0.8632161634976071,0.22471277013239596,0.025559156494444322,0.7416702862402502,0.0762239100206191,0.8796154746968315,neutral,neutral,0.5874059296921074,0.23148068116636084,0.5874059296921074,0.08059343068121277,0.1005199584603191,0.16404671773504803,0.24388207273418033,0.4373377421681717,0.07928527889878847,0.3108297360755826,0.20189104910126449,0.15826185613070826,0.09657837217603327,0.2622919267553533,0.23608094311692346,0.4473781895711356
173,0.08024118738404452,0.08044382801664356,negative,-0.47680890538033394,2156,10,0.00463821892393321,0.005085529357374018,synthetic_augmentation,0.3339517625231911,0.5306122448979592,like,1,DUP_f6357b47eb1a01c4,-0.3372277666063022,177,0.08209647495361781,0.08229311141932501,True,False,0.21939987512612164,reactionfusion_v1_provisional,mixed,1144,0.5306122448979592,0.5293573740175682,7.676473646389156,206,0.09554730983302412,0.0957004160887656,"T20 තරගයේ ශ්රී ලංකා කණ්ඩායමේ අපේ පන්දුවාරයා අද තරගයේදී අවසාන ඕවර් එකේ තියුණු පන්දුවාරයක් දැම්මා. සුපිරි ක්රීඩාවක්, ආස්වාදයෙන් නරඹුවා 😍",0.2769016697588126,0.09809833024118739,False,approved_synthetic_augmentation,0.6988030236415209,fabricated_synthetic,SYN_POST_002196,424,0.19666048237476808,0.19648636153490523,negative,2196,2156,train,f6357b47eb1a01c49b2d8b8d6a5706913fb667d3a9e967782b378c5d2b919a5c,template_generated_synthetic,2156,22,0.01020408163265306,0.0106333795654184,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high,provided_synthetic_unverified,neutral,neutral,0.5117206880115298,0.12986802354110963,0.5117206880115298,0.04776546777929594,0.3106458206680646,0.000932696511151166,0.05443230812608458,0.039864378234645705,0.004831423804471912,0.01171777337187044,4.771794335676904e-05,4.0546675160737384e-08,0.000731226657978696,0.002165324772504491,0.0030427246490321684,0.02785980560389461,neutral,neutral,0.8100440843327436,0.07734505390952878,0.8100440843327436,0.027697248371402493,0.08491361338632497,0.17263614861199578,0.29839384575385236,0.38760917920600063,0.06520453563353171,0.39465623950432926,0.1261723380841554,0.19417551576148234,0.07697198987107032,0.2013753673345633,0.28278287551981907,0.3550834885462898
124,0.09597523219814241,0.0962278675904542,positive,0.20010665244634052,1292,11,0.008513931888544891,0.009237875288683603,synthetic_augmentation,0.17879256965944273,0.3978328173374613,haha,1,DUP_637e9473864fae2f,0.1548866839616091,514,0.3978328173374613,0.3964588144726713,True,False,0.09281846962771463,reactionfusion_v1_provisional,sinhala,115,0.0890092879256966,0.08929946112394149,7.164720378771857,219,0.16950464396284828,0.16936104695919937,"ෆැෂන් ලෝකයේ තරුවක් සමාජ මාධ්යවල පින්තූරයක් දාලා ලොකු කතාබහක් ඇති කරලා, විශේෂඥයන් කියන්නේ තහවුරු කරගන්න තව ඕන කියලා... මේක සත්යයක් නම් ලොකු කතාවක් වෙයි ✨",0.11609907120743033,0.17418730650154798,False,approved_synthetic_augmentation,0.8014661137521991,fabricated_synthetic,SYN_POST_002197,26,0.020123839009287926,0.020785219399538105,positive,2197,1292,train,637e9473864fae2ff75aabc29fdc9b166a62bd829c33d836e3e60a4d0fd7fcb7,template_generated_synthetic,1292,283,0.21904024767801858,0.21862971516551194,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium,provided_synthetic_unverified,neutral,neutral,0.9136002111329692,0.04323538828750825,0.9136002111329692,0.02234046293026387,0.020823937649258616,3.763908783208741e-07,2.8030085167701886e-11,0.9990039593954646,7.127893911244992e-10,1.0400396367636117e-10,4.111528808578174e-08,7.005298965939684e-14,4.215711206114241e-13,2.7707766735372555e-08,3.2038482851167645e-13,0.00011584714516926182,neutral,neutral,0.8471012192756261,0.08543892866008104,0.8471012192756261,0.030568075201479195,0.03689177686281364,0.18824758940703995,0.2564889606630378,0.4211734946067384,0.06819584101831921,0.3259816299583981,0.13046884700934974,0.14616716307964184,0.07013542800622029,0.18767956757838578,0.2525402769518396,0.3062702542781997
3,0.0006991377301328362,0.0009306654257794323,positive,0.3888888888888889,4291,0,0.0,0.00023266635644485808,synthetic_augmentation,0.3537636914472151,0.6655791190864601,haha,1,DUP_7f833bdff77157ae,0.012116059868361593,2856,0.6655791190864601,0.6647277803629595,True,False,0.6208229420240937,reactionfusion_v1_provisional,singlish,1338,0.3118154276392449,0.31154025127966495,8.36450810375059,25,0.005826147751106968,0.00604932526756631,"Api okkoma, home eke inna welawe chapey walk karagena yanakota crush ekku ekka face-to-face hitunata... hutto hutto meka real story 😭",0.002563505010487066,0.005826147751106968,False,approved_synthetic_augmentation,0.3810906971322877,fabricated_synthetic,SYN_POST_002199,8,0.0018643672803542299,0.0020939972080037225,neutral,2199,4291,train,7f833bdff77157aedd06b9d5315aba0c8a35773228fb1dde31621a0af9e8ace3,template_generated_synthetic,4291,61,0.014215800512701002,0.0144253140995812,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high,provided_synthetic_unverified,negative,negative,0.36446769012777996,0.36446769012777996,0.2913743961547859,0.14014785084872955,0.20401006286870466,0.005116357950571818,0.052302444627877955,0.7792104046247531,0.6587591704566501,0.07607764850172616,0.9059168053814166,0.386809128921637,0.016501301420573735,0.8260228213708138,0.06468025232053935,0.857664041261665,neutral,neutral,0.5582587922008587,0.2501009026627088,0.5582587922008587,0.07490501821736681,0.11673528691906575,0.15246658388500095,0.22745840238584095,0.4357258648390444,0.08203360256962862,0.3159205114663655,0.22255135812903343,0.16237980521089795,0.0973995714117544,0.28707702930590046,0.2177277353709719,0.449359252477847
